,prompton,beltzvilleCombined,fewalter,blueMarsh
1994-10-29,928.9735172474773,41.57350609784241,249.4271702562025,
1994-10-30,880.0801741946291,41.57350609784241,239.1415137774578,
1994-10-31,977.8668595436858,40.649650405826115,232.71297845337142,
1994-11-01,3251.658802199386,65.84103368232348,452.4247387597708,
1994-11-02,6139.325946264739,78.29744546192104,966.9117181612276,
1994-11-03,2693.538261254339,55.164109301778296,684.4835512186845,
1994-11-04,1844.224395153957,51.605134517442615,492.9001130549939,
1994-11-05,1577.2971801152958,49.825647118390236,386.76468729232965,
1994-11-06,1431.7005171621026,49.825647118390236,351.6860295141258,
1994-11-07,1504.4988486386992,48.04615971933786,324.70244678983687,
1994-11-08,1261.8377440922366,45.3769286207593,292.3221472701425,
1994-11-09,1116.2410811390434,45.3769286207593,279.72980868403346,
1994-11-10,1407.4344070454295,64.95128998279729,432.6367781045718,
1994-11-11,1164.773302123441,53.38462190272592,396.65866761992913,
1994-11-12,1019.1766395457738,50.71539081791642,331.89806885892676,
1994-11-13,994.9105290535749,49.825647118390236,290.5232418572649,
1994-11-14,922.1121975769785,49.825647118390236,278.83035597759465,
1994-11-15,849.313866100382,48.04615971933786,269.835828356434,
1994-11-16,800.7816451159844,47.15641601981167,254.54513137262222,
1994-11-17,776.5155349993112,47.15641601981167,239.25443438881044,
1994-11-18,752.2494245071124,45.3769286207593,230.25990676764974,
1994-11-19,752.2494245071124,45.3769286207593,235.65662342386204,
1994-11-20,703.7172035227147,44.48718492123311,229.36045406121093,
1994-11-21,1917.0227266305535,68.51026478090205,313.9090136166054,
1994-11-22,2159.683831177016,82.74616395955198,509.9897154516832,
1994-11-23,1334.636075568833,63.17180259751398,417.34608112076006,
1994-11-24,1189.03941261564,61.39231519846161,348.0882185491774,
1994-11-25,1116.2410811390434,60.50257149893542,308.51229709958625,
1994-11-26,1091.9749710223703,59.61282779940923,293.2216001157745,
1994-11-27,994.9105290535749,58.723084099883046,261.7407534417121,
1994-11-28,15748.70569216286,348.77952982873165,1348.279688797345,
1994-11-29,9026.993092583247,357.67696682399355,1566.8467095461313,
1994-11-30,4853.222090929252,253.5769540895821,1055.9575415272022,
1994-12-01,5314.949671846222,377.6381926785461,816.4746629483736,
1994-12-02,4237.092745255164,310.89283765178,627.8408614770266,
1994-12-03,3568.0781016005044,270.4943334236603,529.3008159713106,
1994-12-04,3159.2358186641054,242.39102604826112,489.88479782711704,
1994-12-05,21334.133646768423,486.5385089179104,839.9365785795518,
1994-12-06,12079.431069501887,512.88535960783,1098.956126799201,
1994-12-07,7768.003366588723,419.7931538911443,929.0918578327966,
1994-12-08,5909.629353241456,358.31716894799865,793.951224029582,
1994-12-09,4534.432587390726,307.37992444391114,655.9951602344403,
1994-12-10,4868.9399092180565,312.6492945275316,624.0869550631774,
1994-12-11,9589.209896217975,437.3577210177574,876.5371668770503,
1994-12-12,4794.604948684166,331.9703182580791,737.6426265147544,
1994-12-13,4088.422824762561,307.37992444391114,610.9482822516247,
1994-12-14,3270.7382594649416,293.32827079698416,562.14749785496,
1994-12-15,2861.895977103721,272.25079019068505,521.79300299838,
1994-12-16,2601.7236158102824,249.41685289890637,471.1152653221746,
1994-12-17,2453.053694742501,244.14748276092243,430.76077046559465,
1994-12-18,2415.886214475556,235.36519922479764,439.2070601509117,
1994-12-19,2304.3837736747196,214.2877187000437,420.4375276459691,
1994-12-20,2081.3788926482257,196.72315157343067,385.71389248277904,
1994-12-21,1895.5414913134994,186.18441132464454,366.00588341068226,
1994-12-22,1821.2065307796083,175.6456710486767,350.05178075243475,
1994-12-23,1784.039050512663,170.37630093787453,351.9287340319754,
1994-12-24,5352.117152113167,166.8633875125519,378.20607950984845,
1994-12-25,4980.442350018892,161.59401737456798,454.2226860967728,
1994-12-26,3159.2358186641054,152.81173381126146,414.8066678073471,
1994-12-27,2601.7236158102824,145.78590698779797,354.74416387867035,
1994-12-28,2490.221175009446,142.27299356247536,334.09767823941934,
1994-12-29,2267.216293407774,137.00362342449145,290.92775353614445,
1994-12-30,2750.3935363028854,126.46488314852363,262.7734547787307,
1994-12-31,2267.216293407774,124.70842646304403,272.15822103120195,
1995-01-01,6133.995281702648,159.84200599101916,497.51813613966567,
1995-01-02,5221.198364338657,141.93970131765036,565.3615183197802,
1995-01-03,3651.1876671958335,116.36498036700283,469.0042507763254,
1995-01-04,2920.95013398268,111.25003616895779,383.4625949906227,
1995-01-05,2190.712600204494,99.74141174314528,353.96547226392266,
1995-01-06,2008.1532171837218,102.29888384216781,324.4683495372227,
1995-01-07,2190.712600204494,127.87360479281533,373.6302207483894,
1995-01-08,2190.712600204494,124.0373966640704,324.4683495372227,
1995-01-09,2008.1532171837218,112.52877221846904,294.9712269626818,
1995-01-10,1825.5938335979167,104.85635594119032,255.64172999374847,
1995-01-11,1825.5938335979167,103.57761989167906,275.3064784782151,
1995-01-12,1643.034450577145,103.57761989167906,285.1388527204485,
1995-01-13,2373.2719837902987,108.69256406993526,324.4683495372227,
1995-01-14,4016.3064343674437,116.36498036700283,495.55166126078717,
1995-01-15,9931.230456897192,223.7788084665822,988.1536101271771,
1995-01-16,10697.97986569744,318.4052760116825,1601.6937629034005,
1995-01-17,6024.45965268123,260.86215378367575,1253.6277143631592,
1995-01-18,4819.567721014919,228.89375254589422,879.9974936147696,
1995-01-19,4344.913324256859,207.1552398625135,773.8078519812406,
1995-01-20,12194.966808840907,342.70126083366335,1051.080805186175,
1995-01-21,15481.035707735069,409.1955354478266,1337.2028954221423,
1995-01-22,9091.457293532556,337.5863167543514,1073.69526591288,
1995-01-23,6827.72093593851,286.4368747739009,865.2489322514197,
1995-01-24,5622.829007662394,254.4684735361194,756.1095783756523,
1995-01-25,4746.543967580597,230.1724887141385,680.4002966800239,
1995-01-26,4089.330187236733,208.43397583286938,632.2216629843759,
1995-01-27,3505.1401608922224,189.25293510998932,570.277705440897,
1995-01-28,3359.0926540235787,173.90810253564302,481.786337260797,
1995-01-29,3432.116407457901,158.5632699415079,422.792091959556,
1995-01-30,3176.5332704377743,148.33338156520665,373.6302207483894,
1995-01-31,2920.95013398268,141.93970131765036,344.13309802168936,
1995-02-01,3391.027195475475,156.1242884347132,306.0306775160994,
1995-02-02,2961.1786772706937,150.34190737494725,306.0306775160994,
1995-02-03,3391.027195475475,137.33155001284482,262.31200937683485,
1995-02-04,2722.3739456738194,141.66833578529827,253.5682757219196,
1995-02-05,2626.852052739424,130.10357368813735,288.5432102062687,
1995-02-06,2388.047320403434,127.21238315825434,244.8245420670043,
1995-02-07,2292.525427469038,124.32119262837136,244.8245420670043,
1995-02-08,2101.4816423393618,121.43000212085941,227.33707475717372,
1995-02-09,2005.959749404966,115.64762106109343,236.08080841208897,
1995-02-10,1910.4378564705703,112.75643053121043,253.5682757219196,
1995-02-11,1910.4378564705703,104.08285894156147,253.5682757219196,
1995-02-12,1910.4378564705703,98.30047790416651,236.08080841208897,
1995-02-13,1719.3940706017786,101.1916684340495,218.5933411022584,
1995-02-14,1623.8721776673829,96.85488263922501,218.5933411022584,
1995-02-15,1528.3502854721023,95.40928737428352,218.5933411022584,
1995-02-16,1528.3502854721023,108.41964473638593,236.08080841208897,
1995-02-17,1719.3940706017786,99.74607316910802,218.5933411022584,
1995-02-18,1910.4378564705703,98.30047790416651,201.1058737924278,
1995-02-19,2101.4816423393618,98.30047790416651,218.5933411022584,
1995-02-20,2197.0035345346423,101.1916684340495,218.5933411022584,
1995-02-21,2626.852052739424,105.52845420650296,252.69390227524084,
1995-02-22,2626.852052739424,99.74607316910802,229.96019482658588,
1995-02-23,2388.047320403434,96.85488263922501,215.9702210328462,
1995-02-24,4298.4851768740045,122.87559736342986,272.80448965448363,
1995-02-25,3582.0709806051505,108.41964473638593,253.5682757219196,
1995-02-26,3104.4615166722874,101.1916684340495,242.2014219975921,
1995-02-27,2865.6567843362973,96.85488263922501,221.2164611716706,
1995-02-28,4776.094640806868,144.55952631518124,343.6287322051727,
1995-03-01,3166.5563840610753,114.2635936229992,414.3234506103659,
1995-03-02,2814.716785953063,102.17802122318236,325.14172128329886,
1995-03-03,2286.957388518804,94.48720241247912,278.692904039263,
1995-03-04,2111.037589192556,92.28982562642359,269.4031405617035,
1995-03-05,1935.1177904107915,91.19113722489456,253.6105426210998,
1995-03-06,2814.716785953063,93.38851401095008,273.1190458664701,
1995-03-07,5277.593973253631,93.38851401095008,326.99967400756316,
1995-03-08,20969.64005573146,215.34292646165505,798.9196580637888,
1995-03-09,13405.088690147644,479.02814248857237,1281.9873583218384,
1995-03-10,9183.013511762532,341.6920924674685,938.2661100834204,
1995-03-11,6790.504247459359,265.88259286398045,780.3401312524318,
1995-03-12,6755.320284327214,229.6258756475274,658.6442297539061,
1995-03-13,9570.037073547173,210.94817278752873,694.8743072301313,
1995-03-14,10731.107748011442,195.56653526813753,839.7946174225557,
1995-03-15,10660.739827191977,186.77702808991035,839.7946174225557,
1995-03-16,9534.853110415026,176.88883240813885,757.1157225585328,
1995-03-17,7846.023037972017,163.7045716407981,653.9993480151263,
1995-03-18,6051.6410870222235,150.52031082244966,568.533524136588,
1995-03-19,4785.018536229103,140.6321152256909,493.28644002586026,
1995-03-20,3940.603500007599,132.94129643199022,452.4114808108553,
1995-03-21,4468.362897441858,145.02686883180706,470.0620314757233,
1995-03-22,5031.306254741367,132.94129643199022,516.5108487197591,
1995-03-23,4468.362897441858,120.8557240321734,474.7069130707411,
1995-03-24,3623.947861764836,112.06621681994113,418.03935605889455,
1995-03-25,2779.5328260878136,105.47408642776945,368.8036096565813,
1995-03-26,2427.6932279798016,99.98064442012429,340.0053429336514,
1995-03-27,2181.405508923055,97.78326761706622,321.4258159785322,
1995-03-28,1970.3017502760408,94.48720241247912,295.41447827011785,
1995-03-29,1759.1979910845437,91.19113722489456,283.3377857780428,
1995-03-30,1864.7498706802921,86.79638361877844,283.3377857780428,
1995-03-31,1935.1177904107915,85.69769521724939,286.1247147925583,
1995-04-01,1847.5363199421151,71.86670604794375,265.3020136778994,
1995-04-02,1696.7170289112344,69.02986238469062,237.85697775089463,
1995-04-03,1508.192914393266,68.08424783027291,225.96412887750722,
1995-04-04,1960.6507886528962,67.13863329048888,237.85697775089463,
1995-04-05,1809.8314970385213,65.24740418165347,234.19763957066456,
1995-04-06,1545.8977372968595,64.30178962723575,214.98611447839062,
1995-04-07,1545.8977372968595,63.35617507281805,212.24161091400484,
1995-04-08,1508.192914393266,60.51933140956492,217.7306180427764,
1995-04-09,1998.3556115564897,63.35617507281805,232.36797062212307,
1995-04-10,3544.2533488533495,75.64916426561457,361.3596392808427,
1995-04-11,2639.3376003340886,62.410560518400345,344.89261775295455,
1995-04-12,2677.042423237682,65.24740418165347,284.5135387701734,
1995-04-13,12819.639769717038,110.63690273516873,650.4473507055169,
1995-04-14,7239.325986987098,77.54039337444999,574.5160846691183,
1995-04-15,5354.084845891871,71.86670604794375,453.75792684512953,
1995-04-16,4109.825691823761,69.02986238469062,343.0629486628395,
1995-04-17,3280.3195885281934,66.19301873607118,294.57671855344574,
1995-04-18,2865.566537172157,65.24740418165347,271.70585542251524,
1995-04-19,5316.380022988277,68.08424783027291,281.7690352057876,
1995-04-20,4034.416046016573,66.19301873607118,294.57671855344574,
1995-04-21,3506.548525949756,65.24740418165347,283.5987042959026,
1995-04-22,3732.777462787824,65.24740418165347,245.1756539697812,
1995-04-23,3016.385828786532,61.464945963982636,263.4723445877844,
1995-04-24,2601.632777430495,61.464945963982636,275.36519346117177,
1995-04-25,2299.9941942017454,59.57371685514722,235.11247418650885,
1995-04-26,1998.3556115564897,58.62810230072951,194.8597549118459,
1995-04-27,1809.8314970385213,57.68248774631179,191.20041673161586,
1995-04-28,2036.0604344600833,55.79125863747638,191.20041673161586,
1995-04-29,1885.2411428457087,53.90002954327465,193.0300858217309,
1995-04-30,1696.7170289112344,57.68248774631179,204.92293469511827,
1995-05-01,2061.0355469062592,64.146757431254,279.84730310978335,
1995-05-02,7041.87145037926,60.48122843113055,256.2457233247253,
1995-05-03,1588.714900795615,58.64846393106882,231.80123002716095,
1995-05-04,1374.0236983804946,54.98293493094536,222.52918086781642,
1995-05-05,1717.529622643377,56.8156994310071,236.85871136308637,
1995-05-06,1502.8384195637736,53.150170445064944,193.87011961638942,
1995-05-07,1288.1472171486535,51.31740594500321,193.87011961638942,
1995-05-08,1202.270735916812,48.56825919491061,183.75515694453853,
1995-05-09,1116.394254684971,48.56825919491061,154.25318218060517,
1995-05-10,1288.1472171486535,52.233788195034066,156.7819228485679,
1995-05-11,1674.5913820274561,53.150170445064944,175.32602129770044,
1995-05-12,1803.4061038752182,53.150170445064944,196.39886028435217,
1995-05-13,1588.714900795615,51.31740594500321,200.61342810777126,
1995-05-14,1374.0236983804946,48.56825919491061,197.24177392730212,
1995-05-15,1374.0236983804946,48.56825919491061,203.1421689061775,
1995-05-16,1416.9619383319325,46.73549469484889,214.94295873348472,
1995-05-17,1245.2089765327328,50.401023694972345,164.36814485245606,
1995-05-18,1374.0236983804946,56.8156994310071,181.22641614613227,
1995-05-19,1631.6531414115357,54.0665526809145,198.92760108275843,
1995-05-20,1502.8384195637736,51.31740594500321,221.6862672248665,
1995-05-21,1202.270735916812,47.65187694487975,203.9850824186839,
1995-05-22,1116.394254684971,45.81911244481802,171.11145347428135,
1995-05-23,987.579532837209,44.90273019478715,143.29530586580432,
1995-05-24,987.579532837209,44.90273019478715,107.89293614908426,
1995-05-25,1975.159065674418,50.401023694972345,227.58666220374187,
1995-05-26,1674.5913820274561,54.0665526809145,287.433525244115,
1995-05-27,1374.0236983804946,48.56825919491061,228.42957571624825,
1995-05-28,1159.3324953008914,44.90273019478715,203.9850824186839,
1995-05-29,1374.0236983804946,54.0665526809145,214.1000452209783,
1995-05-30,1588.714900795615,63.230375181223145,238.54453851854274,
1995-05-31,1202.270735916812,55.899317180976226,200.61342810777126,
1995-06-01,1519.9455931497366,53.82954728052628,187.54632378781574,
1995-06-02,1393.2834602239138,52.91718208530437,171.68419685431252,
1995-06-03,1583.276659612648,60.21610374591363,357.36438803623463,
1995-06-04,2026.5941248530276,59.30373853657258,333.1046645928027,
1995-06-05,1456.6145266868252,52.00481687596331,269.6561570031848,
1995-06-06,1266.621327298091,50.18008645728121,205.2745831828176,
1995-06-07,1203.2902618152477,49.26772124794016,175.41646206609974,
1995-06-08,1076.6281288894252,48.35535603859911,178.21566090274266,
1995-06-09,1076.6281288894252,46.53062561991702,163.28660034438374,
1995-06-10,1076.6281288894252,45.61826041057596,153.0228710841664,
1995-06-11,1139.9591953523366,48.35535603859911,153.95593745931066,
1995-06-12,1773.2698590013822,83.93759916054266,255.66016267557518,
1995-06-13,1646.6077260755594,61.128468955254675,301.38041087019116,
1995-06-14,1203.2902618152477,52.91718208530437,203.40845072131893,
1995-06-15,1076.6281288894252,49.26772124794016,169.81806424841892,
1995-06-16,949.9659957675888,46.53062561991702,151.15673862266775,
1995-06-17,886.6349294026843,44.70589520123491,142.759141968344,
1995-06-18,886.6349294026843,42.88116478255281,130.6292802321885,
1995-06-19,823.3038630377797,41.05643437798985,126.89701509259876,
1995-06-20,823.3038630377797,39.231703959307744,117.56635220752571,
1995-06-21,759.9727966728751,39.231703959307744,115.7002196305111,
1995-06-22,696.6417303079705,40.1440691686488,114.76715335644327,
1995-06-23,696.6417303079705,38.3193387499667,121.29861736155495,
1995-06-24,696.6417303079705,37.40697354062564,112.90102077942868,
1995-06-25,696.6417303079705,36.494608331284596,111.03488820241404,
1995-06-26,3546.5397180027644,42.88116478255281,129.6962139436812,
1995-06-27,2089.925190335871,57.47900811789047,162.35353396923946,
1995-06-28,1329.9523937610024,45.61826041057596,162.35353396923946,
1995-06-29,949.9659957675888,37.40697354062564,135.29461167472505,
